Type-Aware?,Library,Combined Callgraph,NodeID,#Nodes,#Edges,#Leaves,#Cycles,Max Depth,Branching Factor,Percentage of Leaves,Purity Result,Expected Purity,Date
Yes,sklearn,No,sklearn._build_utils.pre_build_helpers.basic_check_build.61.0,17,16,15,0,2,0.9411764705882353,0.8823529411764706,Impure,Impure,2025-01-21 01:45:57.677518
Yes,sklearn,No,sklearn._config.get_config.32.0,3,2,1,0,2,0.6666666666666666,0.3333333333333333,Impure,Impure,2025-01-21 01:45:57.679514
Yes,sklearn,No,sklearn._loss.link.includes.30.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-01-21 01:45:57.681872
Yes,sklearn,No,sklearn.base.decorator.1133.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-01-21 01:45:57.682867
Yes,sklearn,No,sklearn.base.get_indices.808.4,2,1,1,0,1,0.5,0.5,Impure,Impure,2025-01-21 01:45:57.685251
Yes,sklearn,No,sklearn.base.score.993.4,1,0,1,0,0,0.0,1.0,Pure,Pure,2025-01-21 01:45:57.686254
Yes,sklearn,No,sklearn.calibration.__init__.274.4,1,0,1,0,0,0.0,1.0,Impure,Pure,2025-01-21 01:45:57.686254
Yes,sklearn,No,sklearn.calibration.grad.881.4,4,3,3,0,1,0.75,0.75,Impure,Impure,2025-01-21 01:45:57.689659
Yes,sklearn,No,sklearn.cluster._affinity_propagation._more_tags.469.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-01-21 01:45:57.690662
Yes,sklearn,No,sklearn.cluster._affinity_propagation.fit.473.4,25,24,20,0,4,0.96,0.8,Impure,Impure,2025-01-21 01:45:57.696717
Yes,sklearn,No,sklearn.cluster._affinity_propagation.predict.536.4,11,10,10,0,1,0.9090909090909091,0.9090909090909091,Impure,Impure,2025-01-21 01:45:57.698820
Yes,sklearn,No,sklearn.cluster._birch.radius.354.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-21 01:45:57.698820
Yes,sklearn,No,sklearn.cluster._dbscan.fit_predict.423.4,16,15,14,0,2,0.9375,0.875,Impure,Impure,2025-01-21 01:45:57.700873
Yes,sklearn,No,sklearn.cluster._hdbscan.hdbscan._get_finite_row_indices.395.0,7,6,6,0,1,0.8571428571428571,0.8571428571428571,Impure,Impure,2025-01-21 01:45:57.703046
Yes,sklearn,No,sklearn.cluster._kmeans.fit.1444.4,155,158,129,2,7,1.0193548387096774,0.832258064516129,Impure,Impure,2025-01-21 01:45:57.708270
Yes,sklearn,No,sklearn.cluster._kmeans.predict.1070.4,13,12,10,0,3,0.9230769230769231,0.7692307692307693,Impure,Impure,2025-01-21 01:45:57.710546
Yes,sklearn,No,sklearn.cluster._optics._xi_cluster.929.0,11,10,7,0,2,0.9090909090909091,0.6363636363636364,Impure,Impure,2025-01-21 01:45:57.711841
Yes,sklearn,No,sklearn.cluster._spectral.fit.655.4,35,34,31,0,2,0.9714285714285714,0.8857142857142857,Impure,Impure,2025-01-21 01:45:57.716164
Yes,sklearn,No,sklearn.cluster._spectral.spectral_clustering.196.0,40,39,35,0,3,0.975,0.875,Impure,Impure,2025-01-21 01:45:57.717467
Yes,sklearn,No,sklearn.compose._column_transformer._transformers.253.4,1,0,1,0,0,0.0,1.0,Impure,Impure,2025-01-21 01:45:57.717467
Yes,sklearn,No,sklearn.compose._column_transformer._validate_transformers.415.4,5,4,4,0,1,0.8,0.8,Impure,Impure,2025-01-21 01:45:57.718470
Yes,sklearn,No,sklearn.compose._column_transformer.named_transformers_.465.4,3,2,2,0,1,0.6666666666666666,0.6666666666666666,Impure,Impure,2025-01-21 01:45:57.718470
Yes,sklearn,No,sklearn.covariance._elliptic_envelope.score_samples.208.4,10,9,7,0,3,0.9,0.7,Impure,Impure,2025-01-21 01:45:57.720634
